rec,pro
79,75
92,94
60,37
75,93
36,68
5,25
64,15
14,7
74,72
34,93
45,91
55,38
15,51
82,31
92,27
46,89
30,27
3,58
37,6
3,75
41,84
37,83
28,17
2,72
1,58
87,65
14,30
5,71
21,27
86,42
75,38
48,50
66,68
70,99
19,34
17,30
5,43
29,24
47,66
60,47
66,84
85,2
68,65
12,96
8,86
21,47
56,38
41,25
1,3
27,8
12,80
30,48
76,46
67,52
11,96
30,43
52,83
88,22
52,18
24,5
93,54
24,61
7,48
45,43
29,20
58,14
94,58
78,41
85,43
90,26
15,55
28,3
39,63
79,72
93,26
57,75
99,57
46,96
94,45
44,60
61,75
98,6
4,13
14,54
28,18
3,82
67,80
15,71
12,41
13,42
86,48
81,2
44,22
57,37
32,34
62,41
64,71
47,49
26,93
73,80
74,33
27,81
89,27
19,30
8,26
9,61
73,77
48,97
18,61
46,2
76,50
75,73
53,66
60,29
82,12
68,96
27,38
83,89
61,41
31,54
64,65
52,88
87,88
81,72
6,1
66,15
83,58
9,76
91,52
70,3
43,35
31,49
42,61
21,3
30,80
37,90
84,86
47,64
31,51
49,63
42,8
72,29
61,21
36,84
35,59
54,88
63,30
21,37
57,50
6,54
69,59
27,92
45,18
90,54
99,81
19,38
98,95
92,13
56,48
32,47
26,14
46,14
72,89
75,21
66,86
97,96
2,43
28,19
43,14
66,16
46,61
23,76
9,28
48,69
23,77
65,27
82,90
14,31
63,16
23,10
33,18
23,59
27,41
69,88
13,53
28,94
85,23
50,19
66,21
1,40
36,24
22,4
27,64
89,6
64,69
93,66
95,65
96,69
27,94
40,58
53,13
5,80
69,56
15,84
2,29
8,43
22,68
73,44
21,56
11,6
43,64
30,82
3,25
32,54
63,83
59,76
38,6
53,78
74,69
66,31
81,82
34,85
99,18
27,70
21,22
52,38
50,71
96,56
54,19
2,18
45,89
85,6
30,22
45,39
87,93
60,71
58,3
21,20
11,64
83,68
61,13
49,50
33,60
80,2
65,3
59,64
57,85
98,69
61,73
11,39
38,91
3,95
75,29
92,24
4,9
84,34
55,2
19,50
90,97
89,35
43,73
91,73
47,3
53,19
8,87
65,28
79,15
57,27
62,99
82,72
73,9
88,77
62,63
58,98
95,44
12,40
32,9
90,45
47,67
15,10
37,25
65,34
55,24
16,90
22,63
43,12
85,95
32,86
59,67
8,22
76,47
74,68
84,43
94,48
82,83
48,18
61,99
19,86
56,25
73,67
95,31
22,35
94,55
54,70
18,17
77,81
22,11
6,84
76,85
74,15
84,15
19,48
51,73
25,21
41,65
34,4
24,84
10,73
55,18
3,98
32,95
98,65
85,87
11,99
94,70
75,3
77,44
25,16
94,97
10,59
88,90
14,1
64,46
27,21
90,73
78,89
73,42
9,72
92,37
86,10
45,73
54,51
1,57
8,13
25,30
1,36
32,18
47,18
23,95
61,89
88,78
82,38
47,59
49,88
64,60
87,42
39,83
12,32
13,79
66,33
81,99
5,8
89,53
12,94
92,23
49,37
73,21
11,94
72,99
7,62
16,75
92,96
67,69
93,45
70,56
73,70
63,85
76,53
70,54
5,34
5,76
58,57
38,15
38,1
93,16
3,97
27,36
58,81
54,41
91,43
40,84
65,86
85,32
21,33
4,69
84,61
90,72
56,87
23,39
71,15
48,85
73,52
56,53
84,66
50,93
58,93
92,78
25,22
97,18
47,16
33,36
71,49
19,65
22,88
41,95
40,64
53,94
81,6
62,82
31,72
63,34
27,42
88,47
44,73
69,84
90,69
52,22
96,83
16,22
71,59
58,9
54,39
28,79
43,57
16,48
91,3
55,68
9,68
45,59
55,54
73,39
41,22
66,74
29,92
81,60
7,85
17,96
53,45
59,1
6,94
37,9
50,27
31,74
20,23
4,90
64,20
74,58
45,79
31,80
94,91
81,71
21,90
86,47
5,89
21,73
17,8
10,71
4,48
90,49
45,84
36,41
50,2
35,29
98,99
19,75
53,47
21,13
8,41
69,30
99,27
41,86
41,15
9,50
34,24
67,17
5,3
75,11
12,78
6,49
65,49
93,67
86,16
47,45
50,17
86,94
28,40
45,8
83,16
91,98
19,45
95,84
9,87
95,10
86,56
4,34
6,76
17,20
78,44
60,28
49,44
99,8
90,38
78,76
69,78
46,38
45,76
92,42
98,67
61,22
19,41
90,52
49,89
25,14
64,6
75,77
10,48
58,79
65,53
63,15
34,25
62,36
25,70
54,56
62,33
49,3
47,28
41,19
34,19
60,11
36,64
97,47
43,50
68,58
80,42
13,5
8,85
97,3
23,75
47,51
47,5
91,74
66,10
63,53
4,12
24,95
36,67
30,11
37,31
98,70
60,99
13,93
86,15
49,13
89,61
14,92
34,94
64,33
22,17
24,50
85,94
1,10
46,19
63,52
38,52
58,69
32,80
23,37
80,86
78,7
61,29
67,88
82,60
43,41
66,8
99,9
53,20
61,48
94,42
66,94
44,89
23,51
85,74
29,7
34,75
47,83
58,97
8,47
41,70
90,70
65,43
13,39
69,71
46,98
92,98
57,30
22,57
94,82
68,89
29,6
63,54
28,93
26,49
35,16
14,97
71,52
83,39
10,92
47,80
11,33
52,58
9,45
26,60
82,80
38,64
10,28
23,71
77,24
71,99
88,96
89,33
85,69
38,77
52,62
48,79
42,26
4,14
39,8
79,29
36,11
66,56
77,4
25,87
29,48
25,93
8,96
15,78
77,14
52,5
18,33
91,8
61,93
20,92
57,43
28,74
38,4
23,14
90,7
14,12
20,68
31,29
41,99
30,1
16,54
31,27
32,39
24,63
48,77
78,21
10,40
70,6
55,14
95,87
50,22
62,95
45,1
8,10
87,78
97,20
47,32
80,91
55,96
69,98
95,13
24,3
89,67
40,25
68,41
68,25
80,89
80,31
67,35
74,62
9,66
83,8
74,26
48,30
65,60
17,92
21,84
25,57
35,51
29,67
59,75
83,42
65,29
22,64
60,8
1,75
93,37
83,19
31,57
20,18
49,43
11,58
68,63
19,85
44,48
49,92
42,5
19,49
78,75
46,4
78,12
89,11
1,35
16,59
27,59
30,75
33,81
49,66
88,48
83,94
4,70
27,14
69,83
16,19
17,29
2,49
26,87
74,81
64,1
3,12
39,91
85,48
34,6
24,98
21,69
53,40
71,54
51,95
90,37
18,14
83,80
43,74
91,5
41,54
46,83
76,96
34,96
40,85
29,42
63,94
11,77
94,10
63,20
15,24
99,1
11,59
79,94
24,22
27,82
25,37
35,20
59,29
59,95
3,91
53,33
95,90
92,12
65,37
11,24
97,75
17,62
41,21
14,21
46,99
12,11
97,43
87,46
85,84
6,16
43,1
71,85
55,28
56,39
76,34
27,32
10,75
70,65
62,9
1,93
64,99
38,3
43,98
46,17
9,60
73,71
82,75
88,3
36,42
23,7
86,98
68,35
54,97
9,70
1,27
42,39
56,81
98,75
24,36
30,89
71,46
48,60
2,8
93,9
96,38
87,3
64,95
76,17
38,20
4,59
42,41
94,47
29,2
88,73
9,30
34,33
1,81
48,45
50,39
51,3
52,20
71,67
39,23
46,81
34,80
87,10
85,19
14,35
68,19
40,36
23,93
71,39
3,54
92,63
46,91
2,33
63,66
21,83
42,69
14,10
83,38
4,45
67,54
10,68
62,3
36,27
5,30
74,40
46,79
6,17
67,97
47,82
94,68
52,59
26,18
17,11
31,46
84,17
82,18
73,4
64,35
92,50
13,7
78,3
11,70
15,60
17,43
77,68
67,12
33,48
7,50
85,10
76,79
98,50
12,62
9,82
89,42
13,41
4,33
85,53
19,2
45,88
17,75
26,66
38,48
76,19
10,41
18,11
80,33
24,19
97,86
92,57
43,15
69,37
85,76
80,51
31,59
18,24
85,60
86,22
88,83
97,70
79,45
24,81
72,5
58,61
11,91
49,80
10,26
34,59
87,62
87,51
37,94
17,59
40,92
93,80
37,51
84,89
58,75
71,35
70,49
29,59
19,53
15,23
26,86
21,48
82,85
62,96
72,52
57,99
79,5
78,81
14,48
27,2
1,91
10,5
42,46
93,72
59,46
80,9
9,24
15,88
5,4
26,90
38,87
94,95
41,92
28,36
15,48
42,20
10,84
89,99
25,79
65,21
72,78
37,14
72,19
35,76
67,44
33,58
12,79
3,69
39,40
51,53
43,94
46,15
55,4
95,77
86,54
85,9
80,16
12,1
28,55
5,2
60,12
36,74
95,55
26,99
68,43
70,85
98,4
72,38
33,11
13,4
21,46
5,72
16,61
84,30
4,53
6,28
87,68
29,62
32,28
14,55
16,37
40,76
95,7
11,21
64,43
83,9
14,11
83,46
38,14
19,52
67,62
67,21
66,42
84,42
53,34
4,31
85,56
61,94
57,80
7,35
92,22
64,84
73,62
51,4
15,99
70,25
28,85
67,19
39,79
72,87
49,60
9,71
66,64
72,6
90,82
39,31
80,75
56,7
88,14
21,35
59,34
16,66
16,25
42,74
52,17
25,60
99,91
27,58
26,42
65,75
71,93
45,41
62,59
83,76
48,71
95,98
93,6
70,89
81,27
94,17
54,82
67,22
37,8
26,13
34,41
16,67
99,29
75,91
55,45
98,72
79,57
18,25
60,50
87,59
87,11
55,88
27,95
56,34
39,21
8,29
18,77
19,55
69,89
65,77
54,24
27,34
82,61
97,72
31,36
85,44
68,40
42,53
98,82
20,67
53,81
21,24
28,90
36,91
27,93
78,69
47,88
45,93
40,49
68,44
74,73
78,46
3,17
83,93
19,46
54,25
99,98
26,76
6,60
54,3
91,97
64,74
74,99
14,85
16,49
58,56
52,12
63,18
59,47
82,53
75,19
31,94
51,6
62,20
89,32
20,51
1,74
80,64
12,91
49,38
63,58
85,26
33,5
85,61
12,98
94,76
20,4
56,70
31,95
2,61
24,28
32,49
40,2
6,98
33,45
45,25
76,27
6,14
83,72
69,36
7,32
83,37
34,18
8,48
21,52
87,66
23,56
86,12
55,62
44,43
26,20
62,39
24,62
21,60
17,7
60,34
90,56
66,38
80,34
74,91
92,5
47,81
81,89
72,86
45,68
68,50
79,83
13,31
34,43
77,53
56,58
58,67
42,94
43,19
69,18
16,72
98,57
8,91
58,21
61,8
35,67
37,4
76,86
11,9
30,45
89,12
88,65
91,27
81,25
18,65
83,66
90,46
93,7
35,48
94,83
24,1
91,46
65,6
43,46
55,42
25,8
86,20
99,17
19,60
71,26
5,68
86,75
94,50
35,82
34,52
99,82
23,5
70,17
99,14
85,96
7,21
84,32
67,57
98,17
98,59
38,41
90,93
18,36
13,90
10,91
99,15
8,77
75,53
48,28
58,10
67,61
35,47
64,11
83,96
79,58
14,34
47,91
86,44
33,95
4,19
68,37
30,26
65,78
39,32
70,41
57,4
98,16
61,14
24,31
45,52
42,84
46,67
66,3
67,92
7,93
15,86
38,71
54,92
55,31
19,73
43,30
48,25
68,36
98,3
61,20
85,15
38,2
93,77
39,18
41,52
74,7
97,8
61,80
85,57
68,9
69,38
39,65
72,79
36,48
56,97
57,2
79,9
3,80
42,79
61,40
26,54
86,89
16,47
46,76
7,71
55,12
91,19
91,48
83,63
59,44
6,27
86,23
90,23
75,76
88,58
12,86
67,42
43,22
49,24
98,32
75,79
13,68
49,69
55,63
3,70
84,95
37,16
93,10
92,67
63,93
50,9
36,38
16,64
16,95
36,21
68,98
98,34
73,36
56,23
39,75
71,77
45,34
96,10
73,25
19,56
1,42
91,15
19,8
88,8
90,44
5,82
36,33
14,74
26,69
92,65
45,22
27,47
27,4
32,81
86,57
16,40
46,82
57,70
18,34
86,24
26,51
59,25
32,94
32,64
88,85
54,9
62,50
10,78
10,25
66,32
16,42
65,58
62,71
92,95
63,29
27,57
70,32
38,73
39,67
79,12
27,72
46,36
51,9
69,64
39,97
33,99
56,45
81,45
98,49
71,89
42,73
40,44
76,8
41,63
46,23
83,61
36,19
71,45
46,31
38,13
61,10
39,28
69,3
18,96
9,32
67,9
97,5
36,94
79,81
17,99
11,93
29,14
75,18
52,79
28,98
83,50
45,55
3,26
72,64
70,50
87,76
30,12
96,7
8,37
86,5
72,36
64,81
51,48
65,73
79,99
9,38
67,93
95,57
49,77
22,79
18,63
94,3
11,18
65,56
52,93
28,33
89,18
58,53
33,23
77,16
55,79
18,42
26,15
79,96
4,30
53,64
87,22
48,29
3,51
50,78
38,58
90,39
67,3
1,95
92,97
80,82
11,19
94,86
55,61
93,48
57,67
83,36
41,40
21,10
45,97
12,64
4,22
69,17
50,73
43,95
33,82
69,40
24,9
98,1
89,26
90,87
8,25
13,99
74,66
17,28
19,92
72,70
36,15
74,95
47,15
80,92
80,74
21,43
80,55
82,27
61,16
68,71
58,46
73,98
20,48
69,52
61,6
20,22
31,87
88,27
80,57
9,98
48,80
94,66
28,71
50,51
71,7
50,72
91,29
35,50
19,88
10,69
52,16
48,16
40,74
22,44
32,16
87,85
90,20
35,68
74,67
90,81
23,78
27,5
85,68
33,54
51,49
50,94
14,52
98,36
87,81
44,82
66,85
36,39
35,31
64,42
34,2
2,99
66,45
39,37
72,58
3,40
30,91
14,41
10,31
14,76
29,65
3,31
68,84
32,5
3,16
12,42
36,92
96,79
64,2
77,63
22,86
77,3
40,89
54,91
4,11
77,90
95,42
77,20
25,31
98,62
7,78
34,65
20,37
35,55
4,61
3,94
72,71
59,4
2,71
47,43
50,76
1,77
7,57
47,90
7,96
18,47
91,99
17,50
94,81
96,33
68,91
78,62
94,69
33,22
41,64
80,90
55,30
95,38
92,15
82,29
74,57
1,97
66,39
28,72
58,73
1,41
98,74
38,17
78,74
42,65
18,71
95,37
90,22
14,25
97,14
31,4
88,68
43,69
73,8
70,53
50,48
6,80
90,27
92,85
13,81
16,80
55,32
12,72
70,69
31,89
18,89
84,81
84,18
96,54
76,51
66,17
70,90
46,9
8,69
27,98
50,5
32,63
71,40
34,36
27,68
28,70
9,65
82,81
75,33
3,18
62,61
37,69
8,31
38,12
9,78
1,2
79,78
4,41
17,84
37,38
37,40
68,17
11,4
66,12
95,49
87,26
69,25
71,30
44,16
99,65
41,60
39,9
64,86
20,13
99,48
88,43
59,79
74,63
29,66
10,23
38,63
22,32
62,69
88,93
24,64
64,89
31,38
69,85
68,33
20,93
62,53
80,23
71,1
44,81
29,30
14,49
11,86
68,49
70,92
66,22
22,85
44,7
98,77
19,22
79,14
93,42
3,30
74,17
90,29
30,63
13,3
98,91
51,14
94,18
10,93
52,14
77,73
43,85
8,40
89,30
20,10
67,11
27,3
66,34
20,9
9,40
97,65
1,96
82,20
12,89
6,68
64,39
34,37
47,65
82,21
29,3
4,81
26,85
77,85
73,85
72,67
77,17
35,75
63,62
85,12
84,10
70,60
26,16
62,45
2,79
63,1
72,21
53,75
44,80
50,80
35,12
61,46
99,24
92,47
77,91
32,74
46,84
50,12
98,25
4,77
49,59
49,9
9,47
22,67
22,16
78,26
74,48
60,10
67,48
97,89
22,55
29,8
3,24
92,89
25,26
94,11
14,89
62,73
81,3
79,54
23,82
80,65
33,9
42,36
82,44
53,32
53,1
36,44
1,23
56,54
65,31
52,91
55,17
15,25
95,4
60,51
79,61
22,20
94,40
94,23
90,50
44,86
32,3
13,71
22,75
20,15
93,49
1,43
12,27
93,36
11,48
25,28
95,22
96,58
66,49
16,89
54,23
43,76
1,53
36,57
34,97
62,88
76,59
97,11
32,15
26,56
98,44
83,53
29,33
31,63
58,65
65,38
56,4
32,58
89,69
9,34
18,2
92,43
7,3
91,33
33,26
24,59
48,27
37,46
76,98
94,84
93,62
75,28
91,21
73,51
16,31
55,44
23,92
17,31
8,21
94,29
81,65
73,72
70,83
40,19
63,47
88,28
47,93
51,23
14,6
52,84
42,86
24,70
45,65
27,15
68,66
19,7
46,27
52,34
19,18
94,1
26,58
49,68
25,47
24,23
26,70
60,58
66,63
55,78
11,7
73,89
48,22
75,44
65,13
15,44
27,9
2,90
42,64
94,31
4,46
88,86
29,9
12,66
13,70
52,29
25,10
14,67
7,34
46,45
15,21
83,18
32,85
40,46
34,90
32,96
51,78
49,55
16,4
40,22
17,21
85,65
27,75
72,94
14,58
46,8
54,8
63,32
60,22
53,23
29,74
77,72
25,43
73,55
72,3
95,51
40,32
76,63
11,37
65,7
2,22
78,48
30,29
84,65
56,27
34,67
13,17
39,96
74,1
81,18
10,3
7,60
88,76
92,1
46,48
60,52
60,7
22,21
36,52
10,55
21,5
56,30
35,73
10,19
17,72
73,3
98,73
40,51
50,61
84,40
32,77
4,47
61,90
14,43
20,70
70,15
82,28
13,32
43,96
60,78
81,91
21,31
68,39
66,36
48,68
13,20
7,44
81,67
18,55
48,54
91,80
89,14
33,91
41,32
90,62
74,80
57,55
28,48
91,23
49,23
84,27
32,38
4,92
10,65
91,45
72,10
94,15
96,92
23,79
73,30
37,53
55,65
47,31
23,88
65,66
32,82
84,79
50,66
6,41
6,73
18,4
52,85
32,1
87,39
43,32
93,11
25,49
24,57
80,7
96,24
15,39
26,28
23,84
96,16
69,28
7,41
58,18
21,9
37,7
13,63
30,16
49,21
99,19
40,55
65,62
44,25
84,56
87,90
5,28
9,49
59,33
55,92
7,70
50,29
88,98
9,35
94,52
60,70
45,14
49,5
9,48
78,80
5,65
64,72
3,87
95,21
44,32
15,34
42,78
60,55
54,42
87,17
35,63
47,85
35,1
34,49
60,76
1,31
27,56
45,69
82,52
16,55
4,17
27,91
3,10
76,48
25,27
33,70
52,63
37,73
84,52
98,35
38,42
69,61
26,82
92,82
3,9
14,59
73,12
58,19
54,30
59,10
39,22
51,41
17,10
71,58
77,32
33,40
58,71
44,55
40,83
72,51
57,95
66,78
94,12
33,17
25,32
31,25
29,43
38,79
89,79
40,35
47,30
44,64
58,50
59,54
15,64
46,60
22,82
66,97
88,36
98,97
81,39
35,87
74,51
12,87
15,3
91,94
31,35
47,14
11,35
90,74
14,63
53,79
72,26
75,72
42,76
40,47
29,22
96,73
76,36
51,38
74,49
71,55
49,19
7,54
52,46
37,17
23,72
11,85
61,31
30,25
51,35
29,63
55,71
61,87
60,21
81,63
24,72
2,81
65,44
76,38
5,90
54,90
52,51
65,14
25,68
37,18
80,87
14,17
47,98
41,4
60,54
61,95
79,22
20,75
24,89
42,68
49,64
76,91
97,48
48,43
9,62
23,11
35,62
16,27
77,61
79,84
98,64
20,82
33,94
97,26
30,50
93,19
38,76
22,18
17,56
94,27
53,70
73,60
57,47
99,41
63,55
87,64
33,50
4,65
16,9
6,31
61,53
27,85
84,74
13,61
71,66
66,27
70,9
42,15
12,67
78,15
8,27
24,48
66,29
53,51
64,47
33,41
51,22
36,88
16,26
1,69
29,52
42,43
91,57
89,29
71,60
33,90
79,76
74,60
3,78
91,59
40,28
76,54
45,86
5,20
54,87
6,71
76,12
93,82
30,96
53,16
4,44
7,27
52,82
61,84
75,50
63,31
48,38
61,71
70,4
43,51
7,17
89,85
72,32
12,14
55,83
71,23
58,44
58,31
89,40
32,83
9,12
14,86
85,62
79,82
43,5
49,93
18,86
3,47
29,84
34,30
96,26
77,42
77,49
64,80
86,63
98,41
42,13
58,1
39,49
64,58
22,65
6,96
79,20
16,99
80,63
83,97
77,65
36,8
30,40
44,21
12,63
64,27
51,61
78,34
54,80
30,88
32,52
93,21
7,73
13,56
67,76
98,92
46,58
54,15
18,70
41,74
26,62
38,69
70,2
6,66
93,4
84,91
72,97
87,58
16,77
55,49
3,62
71,27
96,65
99,43
70,35
7,68
80,59
77,22
5,36
2,57
42,35
40,45
37,36
72,60
30,57
38,67
8,34
46,64
10,82
65,8
2,38
80,20
2,74
68,30
65,71
24,34
54,77
72,53
99,64
2,77
6,57
89,97
89,25
15,41
22,26
87,73
84,83
36,5
62,58
12,74
8,65
80,6
18,73
72,66
90,55
87,23
21,86
12,81
70,42
48,19
94,53
56,72
61,17
91,11
56,60
43,48
39,3
44,51
39,73
13,34
19,83
91,39
1,54
2,26
97,9
47,86
35,53
79,18
89,34
26,94
7,65
4,58
16,58
76,45
3,42
2,85
34,56
11,87
21,66
17,9
6,77
97,27
90,34
59,35
54,74
7,72
69,27
65,11
7,24
75,40
79,63
34,84
17,5
31,18
37,29
66,44
83,14
3,37
69,34
8,70
78,84
71,61
18,93
68,67
66,6
3,77
52,8
14,65
11,55
45,56
73,37
44,76
11,57
33,84
14,51
64,19
30,99
73,76
20,87
74,64
21,38
75,39
54,67
64,67
92,30
6,38
61,7
44,97
8,36
75,36
6,23
55,41
96,39
59,91
3,33
31,43
31,44
82,8
76,80
42,99
70,78
85,63
8,64
31,34
73,88
93,61
77,26
36,29
79,35
55,51
94,19
11,61
74,92
59,9
6,33
70,28
85,97
34,40
26,61
80,93
27,54
64,31
8,2
52,26
5,29
82,98
90,64
48,41
38,81
20,57
2,40
29,75
80,98
36,83
71,97
48,34
17,2
83,67
18,66
74,47
79,21
54,85
14,23
4,83
68,34
51,37
12,90
2,66
89,23
50,89
6,92
87,94
19,67
48,91
41,12
76,20
5,35
15,50
36,56
56,11
49,16
88,16
50,81
39,33
17,12
84,72
99,52
3,14
73,33
46,80
88,60
6,43
87,36
62,87
4,85
49,97
16,82
27,88
76,14
88,19
71,92
66,2
10,12
18,1
43,33
32,27
76,52
23,89
27,44
3,60
25,1
71,53
10,1
82,62
85,54
55,99
4,91
59,45
66,59
85,16
79,56
97,78
57,63
9,84
51,92
66,1
52,2
10,80
1,98
8,12
47,26
52,89
50,28
4,86
15,29
42,28
90,57
55,13
3,99
26,50
92,14
40,17
1,29
66,4
73,38
78,91
28,8
46,12
84,53
30,52
71,87
15,97
41,20
72,9
42,22
46,56
79,95
98,2
51,12
51,43
77,75
20,40
38,23
77,56
1,87
22,39
91,12
23,17
61,57
27,1
15,83
89,64
79,44
96,81
27,39
52,97
30,47
52,4
17,25
97,49
2,34
71,69
42,89
32,42
53,61
96,17
30,9
57,83
15,54
4,72
45,29
96,97
15,76
32,53
89,19
50,64
59,2
2,46
5,41
57,13
9,93
16,44
45,19
57,8
90,67
23,46
56,46
45,78
57,33
44,50
4,25
39,48
95,70
86,66
89,45
61,19
86,38
45,87
31,75
26,29
15,75
89,37
51,18
83,23
68,73
17,23
12,48
32,45
34,53
66,93
15,46
82,30
5,77
68,21
52,57
43,68
40,54
61,91
78,92
82,91
46,30
98,27
60,44
91,2
76,84
46,55
69,35
12,47
11,44
49,54
39,16
30,74
42,37
48,94
37,77
63,17
12,85
5,10
11,20
13,75
61,63
97,84
66,51
91,93
91,34
96,15
17,18
35,64
45,83
80,84
15,59
14,19
43,79
15,63
63,98
27,46
86,76
76,70
15,66
67,68
30,92
99,83
90,28
77,29
58,95
15,96
97,24
38,62
81,5
4,40
49,57
63,96
24,15
10,32
70,94
20,11
59,14
61,45
73,40
33,42
54,52
97,61
77,25
33,62
50,18
88,5
33,68
63,74
91,75
21,39
72,37
83,1
8,55
98,31
56,99
27,52
27,13
24,55
80,28
55,46
23,45
37,35
34,92
18,22
75,98
74,65
77,86
39,72
16,36
27,60
89,96
74,61
93,74
33,14
80,35
9,43
50,44
16,81
53,27
30,56
62,89
77,64
78,37
50,49
5,87
24,26
18,45
81,49
69,57
27,29
36,65
26,97
60,31
86,61
11,90
88,66
85,33
55,87
66,5
51,64
54,26
77,7
55,81
67,26
27,53
25,52
92,25
62,65
56,3
63,84
64,77
43,97
57,72
45,62
40,95
37,54
77,8
79,11
57,62
84,22
82,94
17,19
56,47
82,4
33,32
2,64
58,74
37,65
70,52
51,88
21,8
83,79
24,6
99,32
29,21
2,89
7,22
53,82
6,85
31,81
56,26
97,99
25,92
70,67
92,69
56,17
82,73
84,62
72,56
69,81
93,3
76,88
43,75
31,17
85,50
84,6
56,93
14,50
92,19
12,73
76,66
71,70
47,27
9,51
49,61
31,69
62,30
96,88
12,28
53,58
99,93
4,94
67,89
67,94
29,17
59,94
91,17
89,83
62,1
43,86
64,36
33,20
25,80
20,98
47,41
60,49
83,11
12,59
22,83
16,96
92,3
32,76
62,47
65,80
52,69
35,99
10,15
28,34
22,62
54,96
54,65
86,49
55,52
91,71
83,17
39,52
33,27
6,75
30,28
44,27
5,69
42,33
28,88
96,50
91,60
67,31
13,25
56,20
18,27
77,15
63,56
49,91
86,1
96,47
22,3
46,93
11,73
81,55
76,18
39,74
49,10
52,47
19,21
82,34
81,9
55,35
60,20
84,80
36,13
7,18
64,10
46,70
85,13
25,41
79,4
59,27
21,6
14,47
97,41
82,7
83,45
97,39
44,59
37,15
96,90
67,14
82,13
76,71
34,35
15,1
22,80
82,26
25,33
81,95
30,36
23,64
77,46
59,89
43,58
33,53
11,81
90,88
83,74
29,95
47,38
16,78
52,70
93,58
25,46
61,11
23,87
69,87
9,16
63,9
62,78
15,62
92,40
87,72
62,81
60,4
29,35
97,19
88,21
99,77
25,54
88,18
83,82
70,73
71,84
39,10
10,98
95,50
56,31
70,46
15,13
45,4
3,36
39,27
67,78
46,52
27,10
29,4
57,93
88,24
18,49
62,44
67,56
98,58
69,63
57,73
28,37
53,89
23,1
85,1
23,28
59,87
35,57
59,39
29,91
38,85
28,68
46,5
1,19
70,7
5,85
78,68
84,68
89,36
24,54
18,58
76,67
8,46
44,6
21,88
14,18
56,88
55,6
19,91
81,24
63,91
48,3
27,67
44,65
68,28
19,10
84,13
39,15
7,87
14,26
53,84
72,8
89,13
46,65
96,75
22,8
24,90
58,49
83,98
50,90
8,20
61,83
45,26
56,55
17,88
75,2
65,40
53,9
24,97
46,66
35,96
16,6
50,14
80,85
38,95
34,50
7,92
28,20
82,3
14,93
43,3
89,24
55,48
39,57
57,10
47,78
65,99
33,21
72,98
28,61
31,58
17,80
64,29
51,74
80,78
72,93
34,73
90,33
30,21
76,22
34,26
52,7
38,89
72,57
79,1
15,91
6,20
36,61
83,30
44,71
43,39
50,60
6,93
60,18
70,91
53,26
25,20
72,25
96,95
9,95
16,60
36,58
39,44
51,68
26,40
58,43
58,85
8,33
65,98
5,53
98,56
63,11
89,71
10,96
90,31
37,22
40,90
96,68
1,39
94,4
13,91
39,2
58,32
5,13
11,50
53,4
32,98
74,42
48,82
6,25
32,4
44,56
95,9
66,11
99,96
14,81
35,10
51,45
96,42
42,98
47,72
1,38
70,48
88,94
30,5
72,17
31,7
9,85
28,2
48,93
72,54
57,82
70,76
6,15
45,13
98,47
66,87
96,74
60,64
72,47
60,24
18,91
13,92
12,54
88,31
80,62
1,45
41,89
88,69
58,94
51,84
30,59
99,21
25,13
70,97
79,3
28,50
81,54
92,20
4,43
26,72
51,36
73,29
51,76
70,45
86,55
79,43
35,26
78,98
70,72
42,10
13,89
48,15
61,54
78,70
80,36
88,55
15,74
37,62
98,21
2,16
4,10
68,29
16,12
12,75
68,76
79,67
64,41
59,84
61,52
17,64
31,32
24,52
5,14
29,78
75,15
37,39
4,68
70,95
8,32
5,22
44,17
17,13
10,7
81,41
68,15
66,7
62,83
27,6
61,30
82,42
44,33
91,28
82,59
53,10
2,32
96,12
91,90
96,86
61,28
82,32
64,97
4,15
54,59
85,22
13,54
62,90
40,53
21,85
45,10
4,26
65,46
59,78
33,83
59,90
93,90
87,77
76,94
4,60
56,98
21,63
67,98
63,6
76,75
91,86
37,20
15,53
64,4
69,96
24,85
7,40
85,52
99,42
41,38
39,95
70,47
44,87
72,61
27,49
50,68
19,78
6,7
76,41
4,64
17,97
17,93
16,2
13,58
49,82
51,81
74,55
63,25
97,81
23,58
85,29
26,68
69,80
25,40
2,98
98,12
72,34
49,48
38,18
9,27
54,21
3,1
87,37
6,69
58,90
51,66
64,9
61,15
75,20
78,20
84,36
71,37
48,64
21,53
54,2
73,68
73,96
55,9
41,45
46,90
30,24
44,13
76,49
82,36
95,75
78,49
90,17
50,62
86,59
20,6
91,37
73,18
38,11
52,96
39,68
10,76
98,5
33,78
15,11
88,35
5,15
79,2
70,66
71,14
69,16
15,61
97,95
21,58
46,94
64,5
40,60
46,26
44,2
22,49
27,18
94,5
68,24
17,73
49,56
36,55
66,30
52,35
46,62
63,39
81,92
24,40
99,67
57,5
69,5
67,83
86,26
19,97
84,21
95,29
13,43
46,22
77,99
17,52
93,53
72,7
3,49
39,29
63,27
28,12
13,28
26,30
50,37
12,43
22,14
37,45
82,66
95,66
59,12
95,86
33,29
66,90
99,79
49,87
87,38
26,83
5,50
99,71
38,94
84,2
75,90
69,55
41,93
66,37
40,3
44,72
35,94
4,18
92,80
52,75
8,97
49,26
54,45
90,96
78,33
4,6
71,91
9,97
32,26
22,52
32,31
94,26
88,37
4,2
3,21
35,24
42,21
34,9
